timestamp,server,memory_total_gb,memory_used_gb,memory_percent,swap_used_gb,status
2026-03-01 04:41:42,db-replica,64,55.57,86.8,0.75,WARNING
2026-03-01 06:41:42,web-01,16,12.1,75.6,0,OK
2026-03-01 06:41:42,web-02,16,10.82,67.6,0,OK
2026-03-01 06:41:42,web-03,16,13.79,86.2,0.71,WARNING
2026-03-01 06:41:42,web-04,16,11.43,71.4,0,OK
2026-03-01 06:41:42,web-05,16,11.04,69.0,0,OK
2026-03-01 06:41:42,app-01,32,24.03,75.1,0,OK
2026-03-01 06:41:42,app-02,32,28.86,90.2,1.2,WARNING
2026-03-01 06:41:42,app-03,32,27.04,84.5,1.66,OK
2026-03-01 06:41:42,app-04,32,25.98,81.2,0.71,OK
2026-03-01 06:41:42,app-05,32,24.43,76.3,0,OK
2026-03-01 06:41:42,app-06,32,23.21,72.5,0,OK
2026-03-01 06:41:42,db-primary,64,56.72,88.6,1.57,WARNING
2026-03-01 06:41:42,db-replica,64,54.71,85.5,0.81,WARNING
2026-03-01 08:41:42,web-01,16,13.37,83.6,1.53,OK
2026-03-01 08:41:42,web-02,16,10.81,67.6,0,OK
2026-03-01 08:41:42,web-03,16,11.46,71.6,0,OK
2026-03-01 08:41:42,web-04,16,12.78,79.9,0,OK
2026-03-01 08:41:42,web-05,16,14.13,88.3,1.85,WARNING
2026-03-01 08:41:42,app-01,32,23.65,73.9,0,OK
2026-03-01 08:41:42,app-02,32,24.81,77.5,0,OK
2026-03-01 08:41:42,app-03,32,24.98,78.1,0,OK
2026-03-01 08:41:42,app-04,32,24.45,76.4,0,OK
2026-03-01 08:41:42,app-05,32,22.69,70.9,0,OK
2026-03-01 08:41:42,app-06,32,23.18,72.4,0,OK
2026-03-01 08:41:42,db-primary,64,51.36,80.2,0.09,OK
2026-03-01 08:41:42,db-replica,64,54.06,84.5,0.29,OK
2026-03-01 10:41:42,web-01,16,11.77,73.6,0,OK
2026-03-01 10:41:42,web-02,16,12.07,75.4,0,OK
2026-03-01 10:41:42,web-03,16,12.01,75.1,0,OK
2026-03-01 10:41:42,web-04,16,10.55,66.0,0,OK
2026-03-01 10:41:42,web-05,16,12.39,77.4,0,OK
2026-03-01 10:41:42,app-01,32,27.42,85.7,1.08,WARNING
2026-03-01 10:41:42,app-02,32,26.91,84.1,0.38,OK
2026-03-01 10:41:42,app-03,32,27.59,86.2,0.47,WARNING
2026-03-01 10:41:42,app-04,32,27.16,84.9,1.69,OK
2026-03-01 10:41:42,app-05,32,26.32,82.3,1.3,OK
2026-03-01 10:41:42,app-06,32,24.99,78.1,0,OK
2026-03-01 10:41:42,db-primary,64,57.01,89.1,1.39,WARNING
2026-03-01 10:41:42,db-replica,64,59.7,93.3,1.15,WARNING
2026-03-01 12:41:42,web-01,16,12.89,80.6,1.99,OK
2026-03-01 12:41:42,web-02,16,14.15,88.4,1.78,WARNING
2026-03-01 12:41:42,web-03,16,13.56,84.7,1.0,OK
2026-03-01 12:41:42,web-04,16,10.79,67.5,0,OK
2026-03-01 12:41:42,web-05,16,11.2,70.0,0,OK
2026-03-01 12:41:42,app-01,32,23.28,72.7,0,OK
2026-03-01 12:41:42,app-02,32,27.15,84.8,0.17,OK
2026-03-01 12:41:42,app-03,32,27.59,86.2,1.47,WARNING
2026-03-01 12:41:42,app-04,32,25.39,79.3,0,OK
2026-03-01 12:41:42,app-05,32,28.64,89.5,0.16,WARNING
2026-03-01 12:41:42,app-06,32,27.76,86.8,1.3,WARNING
2026-03-01 12:41:42,db-primary,64,55.02,86.0,0.33,WARNING
2026-03-01 12:41:42,db-replica,64,60.18,94.0,1.39,WARNING
2026-03-01 14:41:42,web-01,16,12.21,76.3,0,OK
2026-03-01 14:41:42,web-02,16,10.78,67.4,0,OK
2026-03-01 14:41:42,web-03,16,13.99,87.5,1.07,WARNING
2026-03-01 14:41:42,web-04,16,10.61,66.3,0,OK
2026-03-01 14:41:42,web-05,16,12.58,78.6,0,OK
2026-03-01 14:41:42,app-01,32,23.38,73.1,0,OK
2026-03-01 14:41:42,app-02,32,25.7,80.3,1.43,OK
2026-03-01 14:41:42,app-03,32,25.95,81.1,0.7,OK
2026-03-01 14:41:42,app-04,32,26.79,83.7,1.85,OK
2026-03-01 14:41:42,app-05,32,23.18,72.4,0,OK
2026-03-01 14:41:42,app-06,32,28.58,89.3,0.88,WARNING
2026-03-01 14:41:42,db-primary,64,55.64,86.9,0.27,WARNING
2026-03-01 14:41:42,db-replica,64,57.59,90.0,1.11,WARNING
2026-03-01 16:41:42,web-01,16,14.31,89.4,0.97,WARNING
2026-03-01 16:41:42,web-02,16,10.86,67.9,0,OK
2026-03-01 16:41:42,web-03,16,11.2,70.0,0,OK
2026-03-01 16:41:42,web-04,16,12.31,77.0,0,OK
2026-03-01 16:41:42,web-05,16,14.09,88.0,0.04,WARNING
2026-03-01 16:41:42,app-01,32,25.07,78.4,0,OK
2026-03-01 16:41:42,app-02,32,28.77,89.9,0.33,WARNING
2026-03-01 16:41:42,app-03,32,24.25,75.8,0,OK
2026-03-01 16:41:42,app-04,32,26.59,83.1,0.03,OK
2026-03-01 16:41:42,app-05,32,23.84,74.5,0,OK
2026-03-01 16:41:42,app-06,32,22.73,71.0,0,OK
2026-03-01 16:41:42,db-primary,64,52.65,82.3,1.41,OK
2026-03-01 16:41:42,db-replica,64,58.56,91.5,0.19,WARNING
2026-03-01 18:41:42,web-01,16,12.23,76.4,0,OK
2026-03-01 18:41:42,web-02,16,15.34,95.9,1.64,WARNING
2026-03-01 18:41:42,web-03,16,15.4,96.2,0.77,WARNING
2026-03-01 18:41:42,web-04,16,12.72,79.5,0,OK
2026-03-01 18:41:42,web-05,16,12.93,80.8,1.89,OK
2026-03-01 18:41:42,app-01,32,30.71,96.0,0.38,WARNING
2026-03-01 18:41:42,app-02,32,25.77,80.5,1.53,OK
2026-03-01 18:41:42,app-03,32,24.69,77.2,0,OK
2026-03-01 18:41:42,app-04,32,24.9,77.8,0,OK
2026-03-01 18:41:42,app-05,32,26.29,82.2,1.46,OK
2026-03-01 18:41:42,app-06,32,31.36,98.0,0.86,WARNING
2026-03-01 18:41:42,db-primary,64,52.34,81.8,1.4,OK
2026-03-01 18:41:42,db-replica,64,53.24,83.2,0.32,OK
2026-03-01 20:41:42,web-01,16,12.88,80.5,1.6,OK
2026-03-01 20:41:42,web-02,16,15.17,94.8,1.45,WARNING
2026-03-01 20:41:42,web-03,16,15.68,98.0,1.81,WARNING
2026-03-01 20:41:42,web-04,16,13.33,83.3,0.78,OK
2026-03-01 20:41:42,web-05,16,15.65,97.8,0.63,WARNING
2026-03-01 20:41:42,app-01,32,26.04,81.4,1.72,OK
2026-03-01 20:41:42,app-02,32,27.45,85.8,0.6,WARNING
2026-03-01 20:41:42,app-03,32,26.77,83.7,0.87,OK
2026-03-01 20:41:42,app-04,32,27.02,84.4,0.9,OK
2026-03-01 20:41:42,app-05,32,28.21,88.2,1.83,WARNING
2026-03-01 20:41:42,app-06,32,24.68,77.1,0,OK
2026-03-01 20:41:42,db-primary,64,58.84,91.9,0.75,WARNING
2026-03-01 20:41:42,db-replica,64,61.25,95.7,0.73,WARNING
2026-03-01 22:41:42,web-01,16,15.68,98.0,0.92,WARNING
2026-03-01 22:41:42,web-02,16,15.68,98.0,1.02,WARNING
2026-03-01 22:41:42,web-03,16,15.6,97.5,0.67,WARNING
2026-03-01 22:41:42,web-04,16,12.87,80.4,1.47,OK
2026-03-01 22:41:42,web-05,16,15.45,96.5,0.26,WARNING
2026-03-01 22:41:42,app-01,32,31.36,98.0,0.04,WARNING
2026-03-01 22:41:42,app-02,32,31.36,98.0,0.43,WARNING
2026-03-01 22:41:42,app-03,32,27.99,87.5,0.37,WARNING
2026-03-01 22:41:42,app-04,32,27.9,87.2,1.83,WARNING
2026-03-01 22:41:42,app-05,32,30.55,95.5,1.57,WARNING
2026-03-01 22:41:42,app-06,32,27.66,86.4,0.68,WARNING
2026-03-01 22:41:42,db-primary,64,60.12,93.9,1.28,WARNING
2026-03-01 22:41:42,db-replica,64,56.45,88.2,1.68,WARNING
2026-03-02 00:41:42,web-01,16,15.68,98.0,1.05,WARNING
2026-03-02 00:41:42,web-02,16,12.85,80.3,1.41,OK
2026-03-02 00:41:42,web-03,16,15.11,94.4,1.6,WARNING
2026-03-02 00:41:42,web-04,16,15.17,94.8,1.92,WARNING
2026-03-02 00:41:42,web-05,16,14.15,88.4,0.87,WARNING
2026-03-02 00:41:42,app-01,32,31.36,98.0,0.82,WARNING
2026-03-02 00:41:42,app-02,32,27.35,85.5,0.31,WARNING
2026-03-02 00:41:42,app-03,32,27.68,86.5,0.17,WARNING
2026-03-02 00:41:42,app-04,32,31.11,97.2,0.99,WARNING
2026-03-02 00:41:42,app-05,32,25.52,79.8,0,OK
2026-03-02 00:41:42,app-06,32,25.39,79.3,0,OK
2026-03-02 00:41:42,db-primary,64,58.38,91.2,0.01,WARNING
2026-03-02 00:41:42,db-replica,64,60.45,94.5,0.5,WARNING
2026-03-02 02:41:42,web-01,16,14.82,92.6,1.4,WARNING
2026-03-02 02:41:42,web-02,16,12.81,80.1,1.5,OK
2026-03-02 02:41:42,web-03,16,12.75,79.7,0,OK
2026-03-02 02:41:42,web-04,16,14.38,89.9,1.66,WARNING
2026-03-02 02:41:42,web-05,16,15.3,95.6,0.25,WARNING
2026-03-02 02:41:42,app-01,32,26.13,81.7,0.35,OK
2026-03-02 02:41:42,app-02,32,29.99,93.7,1.39,WARNING
2026-03-02 02:41:42,app-03,32,28.35,88.6,0.66,WARNING
2026-03-02 02:41:42,app-04,32,26.71,83.5,0.64,OK
2026-03-02 02:41:42,app-05,32,28.02,87.6,0.95,WARNING
2026-03-02 02:41:42,app-06,32,24.5,76.5,0,OK
2026-03-02 02:41:42,db-primary,64,56.96,89.0,0.05,WARNING
2026-03-02 02:41:42,db-replica,64,59.68,93.3,1.18,WARNING
2026-03-02 04:41:42,web-01,16,13.11,81.9,1.8,OK
2026-03-02 04:41:42,web-02,16,15.68,98.0,1.14,WARNING
2026-03-02 04:41:42,web-03,16,15.68,98.0,1.18,WARNING
2026-03-02 04:41:42,web-04,16,15.42,96.4,1.16,WARNING
2026-03-02 04:41:42,web-05,16,13.26,82.9,0.28,OK
2026-03-02 04:41:42,app-01,32,26.53,82.9,1.07,OK
2026-03-02 04:41:42,app-02,32,31.36,98.0,1.05,WARNING
2026-03-02 04:41:42,app-03,32,24.36,76.1,0,OK
2026-03-02 04:41:42,app-04,32,31.36,98.0,0.4,WARNING
2026-03-02 04:41:42,app-05,32,27.65,86.4,1.66,WARNING
2026-03-02 04:41:42,app-06,32,29.46,92.1,0.78,WARNING
2026-03-02 04:41:42,db-primary,64,53.31,83.3,0.93,OK
2026-03-02 04:41:42,db-replica,64,53.07,82.9,0.57,OK
2026-03-02 06:41:42,web-01,16,11.52,72.0,0,OK
2026-03-02 06:41:42,web-02,16,13.64,85.2,0.61,WARNING
2026-03-02 06:41:42,web-03,16,10.71,67.0,0,OK
2026-03-02 06:41:42,web-04,16,11.41,71.3,0,OK
2026-03-02 06:41:42,web-05,16,11.27,70.4,0,OK
2026-03-02 06:41:42,app-01,32,25.97,81.1,0.7,OK
2026-03-02 06:41:42,app-02,32,28.41,88.8,1.01,WARNING
2026-03-02 06:41:42,app-03,32,27.63,86.3,1.7,WARNING
2026-03-02 06:41:42,app-04,32,25.09,78.4,0,OK
2026-03-02 06:41:42,app-05,32,29.44,92.0,1.63,WARNING
2026-03-02 06:41:42,app-06,32,23.79,74.4,0,OK
2026-03-02 06:41:42,db-primary,64,49.74,77.7,0,OK
2026-03-02 06:41:42,db-replica,64,52.84,82.6,1.49,OK
2026-03-02 08:41:42,web-01,16,14.43,90.2,0.55,WARNING
2026-03-02 08:41:42,web-02,16,10.91,68.2,0,OK
2026-03-02 08:41:42,web-03,16,10.83,67.7,0,OK
2026-03-02 08:41:42,web-04,16,10.73,67.0,0,OK
2026-03-02 08:41:42,web-05,16,13.27,83.0,0.83,OK
2026-03-02 08:41:42,app-01,32,28.1,87.8,0.29,WARNING
2026-03-02 08:41:42,app-02,32,23.84,74.5,0,OK
2026-03-02 08:41:42,app-03,32,30.08,94.0,1.9,WARNING
2026-03-02 08:41:42,app-04,32,27.85,87.0,1.23,WARNING
2026-03-02 08:41:42,app-05,32,29.81,93.2,0.02,WARNING
2026-03-02 08:41:42,app-06,32,25.86,80.8,0.35,OK
2026-03-02 08:41:42,db-primary,64,52.26,81.7,1.42,OK
2026-03-02 08:41:42,db-replica,64,52.65,82.3,1.64,OK
2026-03-02 10:41:42,web-01,16,12.64,79.0,0,OK
2026-03-02 10:41:42,web-02,16,13.26,82.9,1.19,OK
2026-03-02 10:41:42,web-03,16,13.24,82.8,0.26,OK
2026-03-02 10:41:42,web-04,16,10.71,66.9,0,OK
2026-03-02 10:41:42,web-05,16,11.98,74.9,0,OK
2026-03-02 10:41:42,app-01,32,29.18,91.2,0.02,WARNING
2026-03-02 10:41:42,app-02,32,27.82,87.0,1.77,WARNING
2026-03-02 10:41:42,app-03,32,24.35,76.1,0,OK
2026-03-02 10:41:42,app-04,32,26.49,82.8,0.05,OK
2026-03-02 10:41:42,app-05,32,29.78,93.1,0.19,WARNING
2026-03-02 10:41:42,app-06,32,22.84,71.4,0,OK
2026-03-02 10:41:42,db-primary,64,55.72,87.1,1.35,WARNING
2026-03-02 10:41:42,db-replica,64,51.41,80.3,1.77,OK
2026-03-02 12:41:42,web-01,16,10.95,68.5,0,OK
2026-03-02 12:41:42,web-02,16,13.24,82.7,0.13,OK
2026-03-02 12:41:42,web-03,16,12.55,78.4,0,OK
2026-03-02 12:41:42,web-04,16,11.36,71.0,0,OK
2026-03-02 12:41:42,web-05,16,12.18,76.1,0,OK
2026-03-02 12:41:42,app-01,32,24.51,76.6,0,OK
2026-03-02 12:41:42,app-02,32,22.9,71.6,0,OK
2026-03-02 12:41:42,app-03,32,25.97,81.2,1.98,OK
2026-03-02 12:41:42,app-04,32,29.65,92.6,0.19,WARNING
2026-03-02 12:41:42,app-05,32,26.53,82.9,1.18,OK
2026-03-02 12:41:42,app-06,32,27.95,87.3,1.92,WARNING
2026-03-02 12:41:42,db-primary,64,50.24,78.5,0,OK
2026-03-02 12:41:42,db-replica,64,50.15,78.4,0,OK
2026-03-02 14:41:42,web-01,16,10.92,68.3,0,OK
2026-03-02 14:41:42,web-02,16,12.02,75.1,0,OK
2026-03-02 14:41:42,web-03,16,10.56,66.0,0,OK
2026-03-02 14:41:42,web-04,16,12.97,81.1,0.7,OK
2026-03-02 14:41:42,web-05,16,11.41,71.3,0,OK
2026-03-02 14:41:42,app-01,32,24.26,75.8,0,OK
2026-03-02 14:41:42,app-02,32,28.95,90.5,0.95,WARNING
2026-03-02 14:41:42,app-03,32,24.15,75.5,0,OK
2026-03-02 14:41:42,app-04,32,26.1,81.6,0.07,OK
2026-03-02 14:41:42,app-05,32,27.69,86.5,1.95,WARNING
2026-03-02 14:41:42,app-06,32,28.1,87.8,1.39,WARNING
2026-03-02 14:41:42,db-primary,64,51.36,80.2,0.95,OK
2026-03-02 14:41:42,db-replica,64,55.27,86.4,1.1,WARNING
2026-03-02 16:41:42,web-01,16,12.49,78.1,0,OK
2026-03-02 16:41:42,web-02,16,12.88,80.5,0.59,OK
2026-03-02 16:41:42,web-03,16,11.53,72.1,0,OK
2026-03-02 16:41:42,web-04,16,12.79,79.9,0,OK
2026-03-02 16:41:42,web-05,16,13.4,83.8,1.51,OK
2026-03-02 16:41:42,app-01,32,26.38,82.5,1.92,OK
2026-03-02 16:41:42,app-02,32,24.61,76.9,0,OK
2026-03-02 16:41:42,app-03,32,29.35,91.7,1.15,WARNING
2026-03-02 16:41:42,app-04,32,29.99,93.7,1.97,WARNING
2026-03-02 16:41:42,app-05,32,30.35,94.8,1.37,WARNING
2026-03-02 16:41:42,app-06,32,24.19,75.6,0,OK
2026-03-02 16:41:42,db-primary,64,57.57,90.0,0.1,WARNING
2026-03-02 16:41:42,db-replica,64,57.17,89.3,0.42,WARNING
2026-03-02 18:41:42,web-01,16,15.68,98.0,0.61,WARNING
2026-03-02 18:41:42,web-02,16,15.68,98.0,1.31,WARNING
2026-03-02 18:41:42,web-03,16,15.42,96.4,1.83,WARNING
2026-03-02 18:41:42,web-04,16,15.39,96.2,0.89,WARNING
2026-03-02 18:41:42,web-05,16,15.35,95.9,1.74,WARNING
2026-03-02 18:41:42,app-01,32,31.36,98.0,0.27,WARNING
2026-03-02 18:41:42,app-02,32,26.47,82.7,0.47,OK
2026-03-02 18:41:42,app-03,32,31.36,98.0,1.83,WARNING
2026-03-02 18:41:42,app-04,32,28.78,89.9,1.44,WARNING
2026-03-02 18:41:42,app-05,32,24.59,76.9,0,OK
2026-03-02 18:41:42,app-06,32,28.34,88.6,0.72,WARNING
2026-03-02 18:41:42,db-primary,64,52.96,82.7,0.14,OK
2026-03-02 18:41:42,db-replica,64,54.65,85.4,1.33,WARNING
2026-03-02 20:41:42,web-01,16,12.22,76.3,0,OK
2026-03-02 20:41:42,web-02,16,14.87,92.9,0.11,WARNING
2026-03-02 20:41:42,web-03,16,15.68,98.0,0.69,WARNING
2026-03-02 20:41:42,web-04,16,15.68,98.0,1.65,WARNING
2026-03-02 20:41:42,web-05,16,12.32,77.0,0,OK
2026-03-02 20:41:42,app-01,32,30.74,96.0,0.74,WARNING
2026-03-02 20:41:42,app-02,32,31.36,98.0,0.84,WARNING
2026-03-02 20:41:42,app-03,32,27.29,85.3,0.75,WARNING
2026-03-02 20:41:42,app-04,32,25.86,80.8,1.68,OK
2026-03-02 20:41:42,app-05,32,26.16,81.7,1.21,OK
2026-03-02 20:41:42,app-06,32,28.29,88.4,1.65,WARNING
2026-03-02 20:41:42,db-primary,64,59.37,92.8,0.17,WARNING
2026-03-02 20:41:42,db-replica,64,55.35,86.5,0.26,WARNING
2026-03-02 22:41:42,web-01,16,15.68,98.0,0.67,WARNING
2026-03-02 22:41:42,web-02,16,15.17,94.8,1.87,WARNING
2026-03-02 22:41:42,web-03,16,15.68,98.0,0.16,WARNING
2026-03-02 22:41:42,web-04,16,15.36,96.0,0.63,WARNING
2026-03-02 22:41:42,web-05,16,15.68,98.0,1.44,WARNING
2026-03-02 22:41:42,app-01,32,28.01,87.5,1.12,WARNING
2026-03-02 22:41:42,app-02,32,28.36,88.6,0.31,WARNING
2026-03-02 22:41:42,app-03,32,31.36,98.0,1.69,WARNING
2026-03-02 22:41:42,app-04,32,28.34,88.6,1.48,WARNING
2026-03-02 22:41:42,app-05,32,26.04,81.4,1.01,OK
2026-03-02 22:41:42,app-06,32,28.41,88.8,0.17,WARNING
2026-03-02 22:41:42,db-primary,64,56.4,88.1,1.45,WARNING
2026-03-02 22:41:42,db-replica,64,61.32,95.8,1.07,WARNING
2026-03-03 00:41:42,web-01,16,15.28,95.5,0.57,WARNING
2026-03-03 00:41:42,web-02,16,15.68,98.0,0.63,WARNING
2026-03-03 00:41:42,web-03,16,13.71,85.7,0.25,WARNING
2026-03-03 00:41:42,web-04,16,13.32,83.2,0.14,OK
2026-03-03 00:41:42,web-05,16,14.99,93.7,1.11,WARNING
2026-03-03 00:41:42,app-01,32,30.35,94.8,1.32,WARNING
2026-03-03 00:41:42,app-02,32,31.36,98.0,1.58,WARNING
2026-03-03 00:41:42,app-03,32,29.13,91.0,0.34,WARNING
2026-03-03 00:41:42,app-04,32,29.89,93.4,1.91,WARNING
2026-03-03 00:41:42,app-05,32,31.36,98.0,0.52,WARNING
2026-03-03 00:41:42,app-06,32,25.06,78.3,0,OK
2026-03-03 00:41:42,db-primary,64,53.75,84.0,0.96,OK
2026-03-03 00:41:42,db-replica,64,52.94,82.7,1.16,OK
2026-03-03 02:41:42,web-01,16,14.74,92.2,1.67,WARNING
2026-03-03 02:41:42,web-02,16,14.81,92.5,1.05,WARNING
2026-03-03 02:41:42,web-03,16,15.68,98.0,0.29,WARNING
2026-03-03 02:41:42,web-04,16,15.68,98.0,0.93,WARNING
2026-03-03 02:41:42,web-05,16,13.84,86.5,1.9,WARNING
2026-03-03 02:41:42,app-01,32,29.61,92.5,1.19,WARNING
2026-03-03 02:41:42,app-02,32,28.59,89.3,0.06,WARNING
2026-03-03 02:41:42,app-03,32,31.36,98.0,0.08,WARNING
2026-03-03 02:41:42,app-04,32,31.36,98.0,0.02,WARNING
2026-03-03 02:41:42,app-05,32,28.21,88.1,1.85,WARNING
2026-03-03 02:41:42,app-06,32,30.48,95.2,0.51,WARNING
2026-03-03 02:41:42,db-primary,64,56.75,88.7,1.77,WARNING
2026-03-03 02:41:42,db-replica,64,57.74,90.2,0.49,WARNING
2026-03-03 04:41:42,web-01,16,15.24,95.2,1.62,WARNING
2026-03-03 04:41:42,web-02,16,15.68,98.0,0.99,WARNING
2026-03-03 04:41:42,web-03,16,12.62,78.9,0,OK
2026-03-03 04:41:42,web-04,16,14.23,88.9,1.41,WARNING
2026-03-03 04:41:42,web-05,16,15.26,95.4,1.78,WARNING
2026-03-03 04:41:42,app-01,32,26.89,84.0,0.0,OK
2026-03-03 04:41:42,app-02,32,31.25,97.7,0.25,WARNING
2026-03-03 04:41:42,app-03,32,30.25,94.5,0.3,WARNING
2026-03-03 04:41:42,app-04,32,31.36,98.0,0.67,WARNING
2026-03-03 04:41:42,app-05,32,26.07,81.5,0.41,OK
2026-03-03 04:41:42,app-06,32,30.83,96.3,2.0,WARNING
2026-03-03 04:41:42,db-primary,64,59.22,92.5,0.58,WARNING
2026-03-03 04:41:42,db-replica,64,55.77,87.1,0.07,WARNING
2026-03-03 06:41:42,web-01,16,11.47,71.7,0,OK
2026-03-03 06:41:42,web-02,16,11.22,70.1,0,OK
2026-03-03 06:41:42,web-03,16,11.35,70.9,0,OK
2026-03-03 06:41:42,web-04,16,10.75,67.2,0,OK
2026-03-03 06:41:42,web-05,16,11.36,71.0,0,OK
2026-03-03 06:41:42,app-01,32,27.32,85.4,0.57,WARNING
2026-03-03 06:41:42,app-02,32,27.27,85.2,0.83,WARNING
2026-03-03 06:41:42,app-03,32,26.8,83.8,0.09,OK
2026-03-03 06:41:42,app-04,32,26.2,81.9,0.24,OK
2026-03-03 06:41:42,app-05,32,28.96,90.5,0.7,WARNING
2026-03-03 06:41:42,app-06,32,24.15,75.5,0,OK
2026-03-03 06:41:42,db-primary,64,50.95,79.6,0,OK
2026-03-03 06:41:42,db-replica,64,50.06,78.2,0,OK
2026-03-03 08:41:42,web-01,16,11.14,69.6,0,OK
2026-03-03 08:41:42,web-02,16,14.21,88.8,0.3,WARNING
2026-03-03 08:41:42,web-03,16,13.73,85.8,1.64,WARNING
2026-03-03 08:41:42,web-04,16,10.71,67.0,0,OK
2026-03-03 08:41:42,web-05,16,12.5,78.1,0,OK
2026-03-03 08:41:42,app-01,32,26.01,81.3,0.46,OK
2026-03-03 08:41:42,app-02,32,27.53,86.0,0.85,WARNING
2026-03-03 08:41:42,app-03,32,27.26,85.2,1.73,WARNING
2026-03-03 08:41:42,app-04,32,27.36,85.5,1.88,WARNING
2026-03-03 08:41:42,app-05,32,24.99,78.1,0,OK
2026-03-03 08:41:42,app-06,32,30.26,94.6,1.26,WARNING
2026-03-03 08:41:42,db-primary,64,57.93,90.5,1.31,WARNING
2026-03-03 08:41:42,db-replica,64,50.32,78.6,0,OK
2026-03-03 10:41:42,web-01,16,12.95,81.0,1.43,OK
2026-03-03 10:41:42,web-02,16,10.83,67.7,0,OK
2026-03-03 10:41:42,web-03,16,11.87,74.2,0,OK
2026-03-03 10:41:42,web-04,16,14.59,91.2,1.08,WARNING
2026-03-03 10:41:42,web-05,16,13.52,84.5,0.27,OK
2026-03-03 10:41:42,app-01,32,30.53,95.4,1.41,WARNING
2026-03-03 10:41:42,app-02,32,24.27,75.9,0,OK
2026-03-03 10:41:42,app-03,32,29.0,90.6,0.29,WARNING
2026-03-03 10:41:42,app-04,32,29.76,93.0,0.06,WARNING
2026-03-03 10:41:42,app-05,32,29.56,92.4,1.74,WARNING
2026-03-03 10:41:42,app-06,32,24.9,77.8,0,OK
2026-03-03 10:41:42,db-primary,64,58.79,91.9,0.25,WARNING
2026-03-03 10:41:42,db-replica,64,55.0,85.9,1.43,WARNING
2026-03-03 12:41:42,web-01,16,10.95,68.5,0,OK
2026-03-03 12:41:42,web-02,16,11.91,74.5,0,OK
2026-03-03 12:41:42,web-03,16,13.54,84.6,1.38,OK
2026-03-03 12:41:42,web-04,16,11.55,72.2,0,OK
2026-03-03 12:41:42,web-05,16,13.48,84.2,1.23,OK
2026-03-03 12:41:42,app-01,32,23.36,73.0,0,OK
2026-03-03 12:41:42,app-02,32,25.48,79.6,0,OK
2026-03-03 12:41:42,app-03,32,23.41,73.1,0,OK
2026-03-03 12:41:42,app-04,32,26.77,83.6,0.7,OK
2026-03-03 12:41:42,app-05,32,25.06,78.3,0,OK
2026-03-03 12:41:42,app-06,32,26.21,81.9,0.33,OK
2026-03-03 12:41:42,db-primary,64,57.12,89.2,1.85,WARNING
2026-03-03 12:41:42,db-replica,64,59.06,92.3,0.39,WARNING
2026-03-03 14:41:42,web-01,16,13.6,85.0,1.71,OK
2026-03-03 14:41:42,web-02,16,14.28,89.2,1.35,WARNING
2026-03-03 14:41:42,web-03,16,10.79,67.5,0,OK
2026-03-03 14:41:42,web-04,16,12.17,76.0,0,OK
2026-03-03 14:41:42,web-05,16,12.01,75.0,0,OK
2026-03-03 14:41:42,app-01,32,23.94,74.8,0,OK
2026-03-03 14:41:42,app-02,32,24.46,76.4,0,OK
2026-03-03 14:41:42,app-03,32,26.49,82.8,0.72,OK
2026-03-03 14:41:42,app-04,32,26.64,83.3,1.08,OK
2026-03-03 14:41:42,app-05,32,26.26,82.1,0.21,OK
2026-03-03 14:41:42,app-06,32,25.13,78.5,0,OK
2026-03-03 14:41:42,db-primary,64,56.37,88.1,0.43,WARNING
2026-03-03 14:41:42,db-replica,64,54.11,84.5,0.41,OK
2026-03-03 16:41:42,web-01,16,11.64,72.8,0,OK
2026-03-03 16:41:42,web-02,16,11.65,72.8,0,OK
2026-03-03 16:41:42,web-03,16,14.54,90.9,1.8,WARNING
2026-03-03 16:41:42,web-04,16,10.73,67.0,0,OK
2026-03-03 16:41:42,web-05,16,11.45,71.6,0,OK
2026-03-03 16:41:42,app-01,32,25.78,80.5,0.44,OK
2026-03-03 16:41:42,app-02,32,23.54,73.6,0,OK
2026-03-03 16:41:42,app-03,32,26.98,84.3,1.44,OK
2026-03-03 16:41:42,app-04,32,26.06,81.4,1.1,OK
2026-03-03 16:41:42,app-05,32,25.8,80.6,0.33,OK
2026-03-03 16:41:42,app-06,32,28.19,88.1,1.42,WARNING
2026-03-03 16:41:42,db-primary,64,58.93,92.1,1.74,WARNING
2026-03-03 16:41:42,db-replica,64,53.5,83.6,0.84,OK
2026-03-03 18:41:42,web-01,16,13.51,84.4,0.97,OK
2026-03-03 18:41:42,web-02,16,14.91,93.2,0.26,WARNING
2026-03-03 18:41:42,web-03,16,13.21,82.6,0.53,OK
2026-03-03 18:41:42,web-04,16,12.56,78.5,0,OK
2026-03-03 18:41:42,web-05,16,14.32,89.5,0.04,WARNING
2026-03-03 18:41:42,app-01,32,30.41,95.0,1.49,WARNING
2026-03-03 18:41:42,app-02,32,31.36,98.0,1.25,WARNING
2026-03-03 18:41:42,app-03,32,27.01,84.4,0.56,OK
2026-03-03 18:41:42,app-04,32,28.88,90.2,1.69,WARNING
2026-03-03 18:41:42,app-05,32,31.36,98.0,1.17,WARNING
2026-03-03 18:41:42,app-06,32,26.1,81.6,1.9,OK
2026-03-03 18:41:42,db-primary,64,60.13,94.0,0.4,WARNING
2026-03-03 18:41:42,db-replica,64,51.34,80.2,1.42,OK
